155.4196625,15533,170459712,203227760,203161536,170393408,-82.07360077,-79.30873108
155.414978,15533,170459552,203227408,203161184,170393232,-81.36273956,-78.69282532
155.4431152,15536,170459920,203227568,203161328,170393584,-82.31895447,-79.00353241
155.4196625,15533,170459760,203227712,203161488,170393456,-81.50147247,-78.9304657
155.4196625,15533,170459616,203227344,203161120,170393312,-81.21458435,-78.82817841
155.4290466,15534,170459488,203227472,203161248,170393168,-81.40187836,-78.95330048
155.4102783,15533,170459888,203227584,203161360,170393568,-81.15908813,-78.89131165
155.4431152,15536,170459776,203227712,203161472,170393456,-81.822052,-78.8342514
155.4055939,15532,170459664,203227808,203161584,170393360,-81.93441772,-78.82615662
155.414978,15533,170459552,203227392,203161184,170393248,-81.31591034,-78.96580505
155.3962097,15531,170459456,203227488,203161280,170393168,-81.7127533,-78.57298279
155.4055939,15532,170459888,203227568,203161360,170393584,-82.46194458,-78.94083405
155.4196625,15533,170459824,203227664,203161424,170393504,-81.31478882,-78.93254089
155.4853363,15540,170459760,203227744,203161488,170393408,-81.25900269,-78.59592438
155.4055939,15532,170459680,203227776,203161568,170393360,-81.22379303,-78.85658264
155.4431152,15536,170459632,203227344,203161104,170393312,-80.86473083,-78.53313446
155.4290466,15534,170459584,203227392,203161152,170393264,-81.69702911,-78.47309875
155.4055939,15532,170459536,203227424,203161200,170393232,-81.70619202,-78.82615662
155.3868256,15530,170459488,203227456,203161248,170393184,-81.79478455,-78.97206879
155.4196625,15533,170459472,203227472,203161264,170393152,-81.5018692,-78.84844971
155.4243622,15534,170459472,203227488,203161264,170393152,-81.86021423,-78.74210358
155.4431152,15536,170459456,203227520,203161280,170393120,-82.22367859,-78.85047913
155.4431152,15536,170459456,203227520,203161280,170393136,-82.12174988,-78.80197906
155.3962097,15531,170459456,203227504,203161280,170393136,-82.0881958,-78.93668365
155.4384308,15535,170459472,203227488,203161264,170393152,-81.37480164,-78.42308807
155.4009094,15532,170459488,203227472,203161248,170393168,-81.12786102,-78.68498993
