156.2310944,15615,170460272,203227744,203161488,170393344,-82.56461334,-78.31216431
156.2733154,15619,170460176,203227840,203161584,170393232,-82.30505371,-78.51428223
156.2779999,15619,170460064,203227456,203161184,170393104,-81.93249512,-78.34098816
156.2310944,15615,170460448,203227536,203161312,170393504,-83.72328186,-78.65769196
156.2733154,15619,170460336,203227696,203161424,170393376,-82.61746216,-78.21452332
156.245163,15616,170460208,203227792,203161552,170393264,-82.69390869,-78.28353119
156.2357941,15615,170460080,203227408,203161168,170393136,-83.16073608,-78.61513519
156.2357941,15615,170460464,203227520,203161296,170393520,-82.95568848,-78.61898804
156.1888885,15610,170460320,203227648,203161440,170393408,-82.67523193,-78.44154358
156.3014526,15622,170460224,203227808,203161536,170393248,-82.30058289,-78.10531616
156.287384,15620,170460096,203227424,203161152,170393120,-82.1966095,-77.98545074
156.2357941,15615,170460464,203227536,203161296,170393520,-83.2492981,-78.52747345
156.2592316,15617,170460336,203227664,203161424,170393376,-82.74873352,-78.16738892
156.2217102,15614,170460192,203227808,203161568,170393248,-83.5457077,-78.72627258
156.2310944,15615,170460048,203227456,203161200,170393120,-81.91818237,-78.23387909
156.2404785,15616,170460432,203227584,203161328,170393488,-82.31909943,-78.45079803
156.2264099,15614,170460272,203227728,203161488,170393344,-82.17736053,-78.08823395
156.2029572,15612,170460128,203227360,203161120,170393200,-82.60175323,-77.93907166
156.2779999,15619,170460512,203227488,203161248,170393552,-82.54685211,-78.83627319
156.2639313,15618,170460352,203227648,203161408,170393408,-82.2603302,-78.34098816
156.2826843,15620,170460208,203227824,203161552,170393232,-82.84011841,-78.16738892
156.2592316,15617,170460544,203227456,203161216,170393600,-82.17037964,-78.49739075
156.2123413,15613,170460384,203227600,203161376,170393456,-82.74216461,-78.35002899
156.245163,15616,170460240,203227760,203161520,170393296,-82.32926941,-78.58826447
156.2310944,15615,170460080,203227408,203161168,170393136,-83.30782318,-78.56156158
156.245163,15616,170460432,203227568,203161328,170393472,-82.25136566,-78.59209442
156.2357941,15615,170460256,203227744,203161504,170393328,-82.97914124,-78.45726776
156.2545471,15617,170460096,203227392,203161152,170393168,-82.90102386,-78.76197052
156.2217102,15614,170460432,203227568,203161328,170393504,-82.28934479,-78.68891144
156.2639313,15618,170460272,203227744,203161488,170393312,-83.05960083,-78.41204834
