156.1982574,15611,170460176,203227824,203161584,170393280,-83.59172821,-78.44709778
156.1795044,15609,170460304,203227696,203161456,170393408,-83.26864624,-78.19875336
156.2029572,15612,170460480,203227520,203161280,170393552,-85.45536041,-78.51992798
156.2217102,15614,170460112,203227376,203161136,170393184,-83.52501678,-78.58061981
156.2029572,15612,170460256,203227760,203161504,170393344,-83.27358246,-78.26928711
156.2592316,15617,170460432,203227584,203161328,170393488,-83.50999451,-78.26573181
156.2029572,15612,170460080,203227392,203161168,170393152,-85.80632782,-78.5236969
156.1607361,15608,170460240,203227760,203161520,170393344,-83.48274994,-78.60935974
156.2217102,15614,170460432,203227568,203161328,170393504,-83.72093964,-78.49364471
156.2639313,15618,170460112,203227392,203161136,170393168,-83.46230316,-78.47496796
156.2639313,15618,170460304,203227712,203161456,170393344,-83.54782867,-78.58061981
156.2357941,15615,170460496,203227520,203161264,170393552,-83.80171967,-78.50113678
156.1841888,15610,170460192,203227824,203161568,170393296,-83.63246155,-78.59209442
156.1888885,15610,170460368,203227632,203161392,170393472,-83.19300842,-78.131073
156.193573,15611,170460080,203227376,203161168,170393152,-86.28795624,-79.13171387
156.2404785,15616,170460288,203227712,203161472,170393360,-83.84204865,-78.61128235
156.2264099,15614,170460000,203227520,203161248,170393088,-83.22399139,-78.27284241
156.2592316,15617,170460240,203227776,203161520,170393280,-83.68125153,-78.64604187
156.1982574,15611,170460464,203227520,203161296,170393536,-85.65100098,-78.65380859
156.1701202,15609,170460176,203227824,203161584,170393280,-83.24645233,-78.1795578
156.2779999,15619,170460448,203227584,203161312,170393488,-83.84588623,-78.71837616
156.245163,15616,170460160,203227840,203161600,170393232,-83.78007507,-78.62284088
156.2357941,15615,170460432,203227584,203161328,170393488,-83.58340454,-78.644104
156.2686157,15618,170460176,203227840,203161584,170393216,-83.50521851,-78.32475281
156.2639313,15618,170460432,203227584,203161328,170393488,-83.71463776,-78.71640778
156.1888885,15610,170460192,203227824,203161568,170393280,-83.51837921,-78.52181244
156.2076416,15612,170460464,203227520,203161296,170393520,-85.58983612,-78.47496796
156.2545471,15617,170460224,203227776,203161536,170393280,-83.73406219,-78.35365295
156.1466675,15606,170459968,203227488,203161280,170393088,-85.84094238,-78.42492676
156.2498627,15616,170460304,203227712,203161456,170393360,-83.86555481,-78.54069519
156.141983,15606,170460064,203227392,203161184,170393152,-85.90713501,-78.73813629
156.2545471,15617,170460384,203227632,203161376,170393424,-83.76528931,-78.57108307
156.2404785,15616,170460160,203227840,203161600,170393216,-83.97394562,-78.41572571
156.2217102,15614,170460464,203227536,203161296,170393536,-84.62123871,-78.6830368
156.1560516,15607,170460256,203227712,203161504,170393344,-85.95803833,-78.65380859
