156.2310944,15615,170460336,203227824,203161424,170393536,-82.63421631,-78.72429657
156.2639313,15618,170460240,203227936,203161520,170393424,-83.33271027,-78.49364471
156.245163,15616,170460144,203227520,203161104,170393344,-82.47327423,-78.60551453
156.2545471,15617,170460048,203227616,203161200,170393232,-83.67205811,-78.60359955
156.2639313,15618,170459936,203227728,203161312,170393136,-82.97988892,-78.73813629
156.245163,15616,170460352,203227824,203161408,170393552,-82.98768616,-77.98045349
156.2404785,15616,170460256,203227920,203161504,170393456,-82.94785309,-78.48616028
156.2498627,15616,170460160,203227520,203161088,170393344,-82.58528137,-78.76595306
156.2545471,15617,170460048,203227616,203161200,170393248,-82.73849487,-78.17086029
156.2545471,15617,170459952,203227712,203161296,170393136,-82.95970917,-78.7999649
156.2498627,15616,170460352,203227824,203161408,170393552,-82.96487427,-78.01217651
156.2592316,15617,170460256,203227920,203161504,170393440,-82.73677063,-78.1795578
156.2498627,15616,170460144,203227520,203161104,170393328,-82.61088562,-78.70853424
156.245163,15616,170460032,203227632,203161216,170393232,-82.9484024,-78.20225525
156.2498627,15616,170459920,203227728,203161328,170393120,-82.70457458,-78.34279633
156.2592316,15617,170460336,203227840,203161424,170393536,-83.09973907,-78.78592682
156.2686157,15618,170460224,203227968,203161536,170393424,-82.36974335,-78.644104
156.2686157,15618,170460112,203227552,203161136,170393296,-83.60836792,-78.60935974
156.2592316,15617,170460000,203227664,203161248,170393184,-83.0621109,-78.39006042
156.245163,15616,170460384,203227776,203161376,170393584,-83.35643768,-78.70067596
156.2545471,15617,170460272,203227904,203161488,170393456,-83.01746368,-78.72232056
156.2779999,15619,170460160,203227520,203161088,170393344,-82.99871826,-78.95746613
156.2639313,15618,170460032,203227632,203161216,170393232,-82.46888733,-78.64022827
156.2545471,15617,170459904,203227776,203161344,170393104,-82.16622162,-78.37728119
156.2545471,15617,170460288,203227888,203161472,170393488,-84.20188904,-78.70853424
156.2592316,15617,170460160,203227520,203161088,170393344,-82.15290833,-78.36817932
156.2639313,15618,170460032,203227632,203161216,170393216,-82.76605988,-78.97206879
156.2498627,15616,170460416,203227760,203161344,170393600,-82.94213867,-78.94914246
156.2357941,15615,170460272,203227904,203161488,170393472,-83.02991486,-78.58444214
156.2545471,15617,170460000,203227648,203161248,170393200,-83.25745392,-78.80599976
156.2498627,15616,170460384,203227808,203161376,170393568,-83.29460907,-78.60359955
156.2545471,15617,170460256,203227936,203161504,170393440,-82.88085175,-78.19176483
156.287384,15620,170460112,203227568,203161136,170393296,-83.56346893,-78.34822083
156.2639313,15618,170459968,203227696,203161280,170393152,-82.97397614,-78.80197906
156.2545471,15617,170460320,203227840,203161440,170393520,-82.70267487,-78.18304443
156.2639313,15618,170460176,203228016,203161584,170393360,-83.02462769,-78.07971954
156.287384,15620,170460048,203227632,203161200,170393216,-84.4575119,-78.91600037
156.2404785,15616,170460384,203227792,203161376,170393584,-82.88703918,-78.39554596
156.2639313,15618,170460240,203227936,203161520,170393424,-83.76795959,-78.54637909
156.2545471,15617,170460080,203227584,203161168,170393280,-83.17796326,-78.76396179
156.2404785,15616,170459920,203227744,203161328,170393120,-82.57993317,-78.07461548
156.2779999,15619,170460288,203227904,203161472,170393472,-82.76732635,-78.75202179
